nu_max_preshift,nu_max_postshift,lag_time_hr,shift_time,regrowth_time,shift_biomass,min_gamma,preshift_growth_rate_hr,postshift_growth_rate_hr,useful_fraction_pre,useful_fraction_post
14.5,4.5,1.8969484519788307,0.6833333333333333,2.580281785312164,1.935e+16,0.14081898134056978,2.173876011881771,1.1732671869272,1,1
15.0,4.5,1.9049914354340474,0.6666666666666666,2.571658102100714,1.935e+16,0.13819779090788406,2.2031768116506845,1.1732670937316745,1,1
15.5,4.5,1.8991142777297156,0.6666666666666666,2.565780944396382,1.935e+16,0.13625851943708353,2.2313442299634363,1.1732532072655801,1,1
16.0,4.5,1.9066470978799086,0.65,2.5566470978799085,1.935e+16,0.13345663109167014,2.258447936613898,1.1732425820779522,1,1
16.5,4.5,1.9016062481350375,0.65,2.5516062481350374,1.935e+16,0.13170184690848907,2.284548730475638,1.1732367161823058,1,1
17.0,4.5,1.8938839500379152,0.65,2.543883950037915,1.935e+16,0.1301239175970707,2.3097028580435737,1.173236573940078,1,1
17.5,4.5,1.9050994927056712,0.6333333333333333,2.5384328260390046,1.935e+16,0.12719136258340913,2.3339618971030833,1.1732331168212518,1,1
18.0,4.5,1.9002610528623087,0.6333333333333333,2.533594386195642,1.935e+16,0.1269834055715603,2.357542296261804,1.1732183341615938,1,1
18.5,4.5,1.9137041405358155,0.6166666666666667,2.530370807202482,1.935e+16,0.12362271006145097,2.380154948282407,1.1732119356143578,1,1
19.0,4.5,1.9059221213425408,0.6166666666666667,2.5225887880092075,1.935e+16,0.12254692365355155,2.4020072958724445,1.1732100818431304,1,1
19.5,4.5,1.902785803205465,0.6166666666666667,2.5194524698721317,1.935e+16,0.1221546486121122,2.4231379747361395,1.1732013290176637,1,1
5.5,5.0,1.6995137023985687,1.1166666666666667,2.8161803690652354,1.935e+16,0.28507851615353436,1.3249679800488545,1.2565981414685745,1,1
6.0,5.0,1.6895210377919738,1.0666666666666667,2.7561877044586405,1.935e+16,0.2674304307606935,1.3973526395801616,1.2566005885366829,1,1
6.5,5.0,1.6894195527388431,1.0166666666666666,2.7060862194055098,1.935e+16,0.2534919035239133,1.4652819224060347,1.2565794398909285,1,1
7.0,5.0,1.6946432900302675,0.9666666666666667,2.6613099566969343,1.935e+16,0.24359564657354357,1.5291701248476055,1.2565789634165503,1,1
7.5,5.0,1.6880541735875918,0.9333333333333333,2.621387506920925,1.935e+16,0.23177738538472306,1.5893791767589094,1.2565758786867054,1,1
8.0,5.0,1.687518060705624,0.9,2.587518060705624,1.935e+16,0.22269865969853495,1.646227744175985,1.256563075162937,1,1
