,dilution_cycle,species_label,preshift_nutrient_label,stall_biomass,entry_time_hr,exit_time_hr,lag_time_hr,nu_preshift,nu_postshift,K,lam_postshift,lam_preshift,alpha_2_preallocation
0,1.0,0.0,0.0,1.3307172281722157e+17,1.71,1.7169848855983472,0.006984885598347201,10,12.0,0.01,2.017343702942503,2.0041580110015684,0.9952356968131947
0,1.0,0.0,0.0,1.4102586312895568e+17,1.694,1.6998802024134125,0.005880202413412583,10,13.0,0.01,2.0880768097898925,2.072765400182308,0.9965391837082542
0,1.0,0.0,0.0,1.7273109320709376e+17,1.7510000000000001,1.7550772027968995,0.004077202796899382,10,14.0,0.01,2.1529559360388784,2.1529559360388784,1.0000032154796352
0,1.0,0.0,0.0,1.7695494338420314e+17,1.724,1.7278571148182325,0.0038571148182324766,10,15.0,0.01,2.212692178776602,2.212692178776602,1.0000000868850174
0,1.0,0.0,0.0,1.8883720101390707e+17,1.72,1.7237655769548534,0.0037655769548534668,10,16.0,0.01,2.267909380212588,2.267909380212588,1.0000003004533764
0,1.0,0.0,0.0,2.0956018643122502e+17,1.736,1.7381634339933014,0.0021634339933014335,10,17.0,0.01,2.319065099734644,2.319065099734644,1.0000121502011405
0,1.0,0.0,0.0,2.185231050653915e+17,1.725,1.7270583041387693,0.0020583041387691736,10,18.0,0.01,2.366640551634548,2.366640551634548,1.000007977854061
0,1.0,0.0,0.0,2.470472387182096e+17,1.7510000000000001,1.7530610294961364,0.0020610294961362907,10,19.0,0.01,2.410989771140345,2.410989771140345,1.000001230308094
0,1.0,0.0,0.0,2.4168810859075808e+17,1.719,1.7207054683899992,0.0017054683899990764,10,20.0,0.01,2.4524593657933487,2.4524593657933487,1.0000299734231033
0,1.0,0.0,0.0,2.5539179431083308e+16,1.936,2.571694211133023,0.635694211133023,10,1.0,0.1,0.3610323014648369,0.3610323014648369,1.0000000219340563
0,1.0,0.0,0.0,3.4659413773068204e+16,1.985,2.143275249946398,0.15827524994639774,10,2.0,0.1,0.6448610216432924,0.6448610216432924,1.0000000151321213
0,1.0,0.0,0.0,4.485627969409101e+16,1.958,1.9841737996609279,0.02617379966092792,10,3.0,0.1,0.8832645711241061,0.8536061483177633,1.000000042142476
0,1.0,0.0,0.0,4.485627969409101e+16,1.958,3.0011737996609282,1.0431737996609283,10,3.0,0.1,0.8832645711241061,0.8536061483177633,1.000000042142476
0,1.0,0.0,0.0,4.485627969409101e+16,1.958,4.615173799660928,2.657173799660928,10,3.0,0.1,0.8832645711241061,0.8536061483177633,1.000000042142476
0,1.0,0.0,0.0,5.713266930043766e+16,1.947,1.9531658950391113,0.006165895039111247,10,4.0,0.1,1.0832904228548648,1.0447355714800708,1.0000002226096774
0,1.0,0.0,0.0,5.713266930043766e+16,1.947,3.3171658950391114,1.3701658950391113,10,4.0,0.1,1.0832904228548648,1.0447355714800708,1.0000002226096774
0,1.0,0.0,0.0,7.612487099399358e+16,1.997,2.0202209067096923,0.023220906709692235,10,5.0,0.1,1.2559174868202654,1.2559174868202654,1.0000001194977663
0,1.0,0.0,0.0,9.489555991483318e+16,2.001,2.015776727548652,0.014776727548651891,10,6.0,0.1,1.4062558381021668,1.4062558381021668,1.0000000170436631
0,1.0,0.0,0.0,1.1266569830403989e+17,1.985,1.995153400268864,0.01015340026886391,10,7.0,0.1,1.5384530048112697,1.5384530048112697,1.0000001084270052
0,1.0,0.0,0.0,1.407072168399926e+17,2.0140000000000002,2.020487689936661,0.006487689936660601,10,8.0,0.1,1.6556921025551217,1.6556921025551217,1.0000015359890466
0,1.0,0.0,0.0,1.499509463503812e+17,1.956,1.9611484793097835,0.005148479309783571,10,9.0,0.1,1.760430027484085,1.763520901972376,0.9990292062630568
0,1.0,0.0,0.0,1.90660635065331e+17,2.008,2.0106755179802853,0.0026755179802853135,10,10.0,0.1,1.8546164142159651,1.8547886602548815,0.9978337129435253
0,1.0,0.0,0.0,2.070005705609207e+17,1.98,1.982654996503931,0.002654996503931084,10,11.0,0.1,1.9398021416444629,1.93550211597886,0.9990070459134412
0,1.0,0.0,0.0,2.6273728771799786e+17,2.0380000000000003,2.0388109822567384,0.0008109822567381464,10,12.0,0.1,2.0172342901302396,2.011962012470113,0.9993465591176581
0,1.0,0.0,0.0,2.6533257179149258e+17,1.987,1.9870007884404532,7.884404531477429e-07,10,13.0,0.1,2.087789597815819,2.0823389337928737,0.9994929366150612
0,1.0,0.0,0.0,2.6533257179149258e+17,1.987,2.1600007884404535,0.1730007884404534,10,13.0,0.1,2.087789597815819,2.0823389337928737,0.9994929366150612
0,1.0,0.0,0.0,3.262354033174753e+16,2.81,3.1210291396318404,0.3110291396318403,10,1.0,1.0,0.36110037040575005,0.36110037040575005,1.0000000018267556
0,1.0,0.0,0.0,5.470377378878006e+16,2.803,2.854876873503815,0.05187687350381509,10,2.0,1.0,0.6455254767123881,0.6455254767123881,1.0000000298091942
0,1.0,0.0,0.0,9.221895337234955e+16,2.847,2.8558842827458237,0.008884282745823757,10,3.0,1.0,0.881773600270044,0.881773600270044,1.0000000001234406
0,1.0,0.0,0.0,1.504539571150821e+17,2.886,2.887792676279882,0.0017926762798818885,10,4.0,1.0,1.082664255635068,1.082664255635068,1.0000001172886046
0,1.0,0.0,0.0,2.003918449315268e+17,2.787,2.7881275712092792,0.00112757120927931,10,5.0,1.0,1.2556345927577597,1.2556345927577597,1.0000001170880939
0,1.0,0.0,0.0,3.9094363646727456e+17,2.791,2.7911789971896854,0.0001789971896855036,10,7.0,1.0,1.5387011502898296,1.5433177096197903,0.9999371367110481
0,1.0,0.0,0.0,4.966843533191992e+17,2.765,2.765146663019573,0.0001466630195730012,10,8.0,1.0,1.656176910560602,1.6609209367378825,0.9999045212746267
